loan_amnt,annual_inc,term,dti,fico,inq_last_6mths,open_acc,revol_util,pub_rec_bankruptcies,y_not_paid,emp_len_years,home_ownership_MORTGAGE,home_ownership_OWN,home_ownership_RENT,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation
35000.0,130000.0,60.0,13.08,672.0,3.0,8.0,87.7,0.0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7000.0,35000.0,36.0,12.17,687.0,0.0,10.0,69.5,0.0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10000.0,70000.0,36.0,12.68,707.0,0.0,9.0,50.9,0.0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4000.0,130000.0,36.0,12.25,792.0,0.0,15.0,11.5,0.0,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30000.0,92000.0,60.0,8.9,677.0,1.0,16.0,41.0,0.0,1,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3000.0,40000.0,36.0,18.51,687.0,0.0,8.0,59.3,0.0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26000.0,260000.0,36.0,13.69,772.0,1.0,17.0,14.1,0.0,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3000.0,75000.0,36.0,20.38,697.0,0.0,6.0,96.3,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2400.0,43000.0,36.0,7.93,692.0,0.0,19.0,42.4,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10000.0,36000.0,60.0,10.37,747.0,0.0,6.0,33.1,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3600.0,47000.0,36.0,19.08,707.0,1.0,22.0,24.7,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24000.0,130000.0,36.0,14.75,667.0,0.0,11.0,65.1,1.0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7000.0,31200.0,36.0,29.12,677.0,1.0,6.0,78.7,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10000.0,62010.0,36.0,15.46,672.0,0.0,21.0,80.6,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15000.0,37000.0,60.0,2.56,707.0,1.0,7.0,30.2,1.0,1,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
16000.0,95000.0,36.0,24.05,702.0,0.0,8.0,75.2,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12500.0,34750.0,60.0,33.13,677.0,0.0,9.0,100.0,0.0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11500.0,47000.0,36.0,22.8,757.0,0.0,14.0,32.3,0.0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
13175.0,51000.0,60.0,30.66,662.0,0.0,21.0,66.2,0.0,1,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12000.0,42000.0,36.0,14.21,682.0,0.0,6.0,71.2,0.0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5000.0,42000.0,36.0,12.14,682.0,0.0,5.0,42.1,0.0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2400.0,32115.0,36.0,26.42,672.0,1.0,18.0,64.5,0.0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3000.0,88000.0,36.0,30.0,692.0,0.0,16.0,65.6,0.0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12000.0,45000.0,60.0,19.97,702.0,0.0,22.0,41.0,0.0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8000.0,55000.0,36.0,19.77,687.0,2.0,14.0,30.7,1.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12000.0,60000.0,36.0,13.24,672.0,1.0,9.0,37.8,0.0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20400.0,80250.0,36.0,17.98,672.0,1.0,14.0,46.3,0.0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13000.0,40000.0,36.0,0.75,797.0,0.0,9.0,2.9,0.0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
